[20Apr2025 02:17:05.102] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 47.3.7, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412, nogui]
[20Apr2025 02:17:05.106] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.14 by Ubuntu; OS Linux arch amd64 version 6.8.0-1021-azure
[20Apr2025 02:17:05.492] [main/INFO] [net.minecraftforge.fml.loading.ImmediateWindowHandler/]: ImmediateWindowProvider not loading because launch target is forgeserver
[20Apr2025 02:17:05.544] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/workspaces/Serversitoxd/servidor_minecraft/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%2365!/ Service=ModLauncher Env=SERVER
[20Apr2025 02:17:05.830] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Serversitoxd/servidor_minecraft/libraries/net/minecraftforge/fmlcore/1.20.1-47.3.7/fmlcore-1.20.1-47.3.7.jar is missing mods.toml file
[20Apr2025 02:17:05.832] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Serversitoxd/servidor_minecraft/libraries/net/minecraftforge/javafmllanguage/1.20.1-47.3.7/javafmllanguage-1.20.1-47.3.7.jar is missing mods.toml file
[20Apr2025 02:17:05.833] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Serversitoxd/servidor_minecraft/libraries/net/minecraftforge/lowcodelanguage/1.20.1-47.3.7/lowcodelanguage-1.20.1-47.3.7.jar is missing mods.toml file
[20Apr2025 02:17:05.834] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Serversitoxd/servidor_minecraft/libraries/net/minecraftforge/mclanguage/1.20.1-47.3.7/mclanguage-1.20.1-47.3.7.jar is missing mods.toml file
[20Apr2025 02:17:06.011] [main/WARN] [net.minecraftforge.jarjar.selection.JarSelector/]: Attempted to select two dependency jars from JarJar which have the same identification: Mod File:  and Mod File: . Using Mod File: 
[20Apr2025 02:17:06.012] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator/]: Found 4 dependencies adding them to mods collection
[20Apr2025 02:17:08.083] [main/INFO] [mixin/]: Compatibility level set to JAVA_17
[20Apr2025 02:17:08.187] [main/INFO] [cpw.mods.modlauncher.LaunchServiceHandler/MODLAUNCHER]: Launching target 'forgeserver' with arguments [nogui]
[20Apr2025 02:17:08.360] [main/WARN] [mixin/]: Reference map 'coroutil.refmap.json' for coroutil.mixins.json could not be read. If this is a development environment you can ignore this message
[20Apr2025 02:17:09.798] [main/INFO] [MixinExtras|Service/]: Initializing MixinExtras via com.llamalad7.mixinextras.service.MixinExtrasServiceImpl(version=0.3.5).
[20Apr2025 02:17:16.350] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id architectury:sync_ids
[20Apr2025 02:17:16.353] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id artifacts:networking_channel/42a7ad70b1cc371599a0eff744096b8a
[20Apr2025 02:17:16.360] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id artifacts:networking_channel/74a5e841822a3a87854ae896a33430d6
[20Apr2025 02:17:16.365] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id artifacts:networking_channel/eb3d1e2748533430848cadf0f37c7e9c
[20Apr2025 02:17:16.367] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id artifacts:networking_channel/91c8520f19f93b3e8b6a727568e194ab
[20Apr2025 02:17:16.370] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id artifacts:networking_channel/8c2784d778293fd482ed84b8aa5fedb9
[20Apr2025 02:17:16.374] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id artifacts:networking_channel/ea038224ea783d40b2863f52239e2604
[20Apr2025 02:17:16.375] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id artifacts:networking_channel/97ad64b7ecaf33209991c4f031501a58
[20Apr2025 02:17:16.504] [modloading-worker-0/INFO] [coroutil/]: forge loader environment detected
[20Apr2025 02:17:16.949] [modloading-worker-0/INFO] [net.minecraftforge.common.ForgeMod/FORGEMOD]: Forge mod loading, version 47.3.7, for MC 1.20.1 with MCP 20230612.114412
[20Apr2025 02:17:16.950] [modloading-worker-0/INFO] [net.minecraftforge.common.MinecraftForge/FORGE]: MinecraftForge v47.3.7 Initialized
[20Apr2025 02:17:17.141] [modloading-worker-0/INFO] [be.florens.expandability.ExpandAbility/]: ExpandAbility here, who dis?
    alexsmobs:skreecher_clap
    alexsmobs:skreecher_detect
    alexsmobs:skreecher_hurt
    alexsmobs:skunk_hurt
    alexsmobs:skunk_idle
    alexsmobs:skunk_spray
    alexsmobs:snow_leopard_hurt
    alexsmobs:snow_leopard_idle
    alexsmobs:soul_vulture_hurt
    alexsmobs:soul_vulture_idle
    alexsmobs:spectre_hurt
    alexsmobs:spectre_idle
    alexsmobs:stink_ray
    alexsmobs:straddler_hurt
    alexsmobs:straddler_idle
    alexsmobs:sugar_glider_hurt
    alexsmobs:sugar_glider_idle
    alexsmobs:sunbird_hurt
    alexsmobs:sunbird_idle
    alexsmobs:tarantula_hawk_hurt
    alexsmobs:tarantula_hawk_wing
    alexsmobs:tasmanian_devil_hurt
    alexsmobs:tasmanian_devil_idle
    alexsmobs:tasmanian_devil_roar
    alexsmobs:tendon_whip
    alexsmobs:terrapin_hurt
    alexsmobs:tiger_angry
    alexsmobs:tiger_hurt
    alexsmobs:tiger_idle
    alexsmobs:toucan_hurt
    alexsmobs:toucan_idle
    alexsmobs:transmute_item
    alexsmobs:triops_hurt
    alexsmobs:tusklin_hurt
    alexsmobs:tusklin_idle
    alexsmobs:underminer_hurt
    alexsmobs:underminer_idle
    alexsmobs:underminer_step
    alexsmobs:vine_lasso
    alexsmobs:void_portal_close
    alexsmobs:void_portal_open
    alexsmobs:void_worm_hurt
    alexsmobs:void_worm_idle
    alexsmobs:warped_mosco_hurt
    alexsmobs:warped_mosco_idle
    alexsmobs:warped_toad_hurt
    alexsmobs:warped_toad_idle
    cave_dweller:cavenoise_1
    cave_dweller:cavenoise_2
    cave_dweller:cavenoise_3
    cave_dweller:cavenoise_4
    cave_dweller:chase_1
    cave_dweller:chase_2
    cave_dweller:chase_3
    cave_dweller:chase_4
    cave_dweller:chase_step_1
    cave_dweller:chase_step_2
    cave_dweller:chase_step_3
    cave_dweller:chase_step_4
    cave_dweller:disappear
    cave_dweller:dweller_death
    cave_dweller:dweller_hurt_1
    cave_dweller:dweller_hurt_2
    cave_dweller:dweller_hurt_3
    cave_dweller:dweller_hurt_4
    cave_dweller:flee_1
    cave_dweller:flee_2
    cave_dweller:spotted
    man:forest_ambient
    man:jumpscare
    man:long_riser
    man:long_whisper
    man:look
    man:loop
    man:ritual
    man:ritual_enter
    man:safety_instructions
    man:scream_loop
    man:short_whisper_1
    man:short_whisper_2
    man:spawn_1
    man:spawn_2
    man:spawn_3
    man:spawn_4
    man:spawn_5
    man:vanish
    man:white_noise_passby
    pointblank:aa12
    pointblank:aa12_magin
    pointblank:aa12_magout
    pointblank:ak12
    pointblank:ak12_silenced
    pointblank:ak47
    pointblank:ak47_silenced
    pointblank:ak74
    pointblank:ak74_silenced
    pointblank:ak_actionback
    pointblank:ak_actionforward
    pointblank:ak_draw
    pointblank:ak_magin
    pointblank:ak_magout
    pointblank:ak_safety
    pointblank:an94
    pointblank:ar57
    pointblank:at4
    pointblank:at4_cover
    pointblank:at4_lever
    pointblank:attachment_added
    pointblank:attachment_removed
    pointblank:aug
    pointblank:aug_silenced
    pointblank:ballista
    pointblank:ballista_boltback
    pointblank:ballista_boltforward
    pointblank:ballista_magin
    pointblank:ballista_magout
    pointblank:ballista_silenced
    pointblank:boltback
    pointblank:boltforward
    pointblank:bulletinsert
    pointblank:c14
    pointblank:citoricxs
    pointblank:click
    pointblank:crafting_completed
    pointblank:crafting_in_progress
    pointblank:crafting_item_selected
    pointblank:dbshotgun_close
    pointblank:dbshotgun_open
    pointblank:deagle_magin
    pointblank:deagle_magout
    pointblank:deagle_slide
    pointblank:deserteagle
    pointblank:deserteagle_silenced
    pointblank:draw
    pointblank:foley_end
    pointblank:foley_start
    pointblank:g3
    pointblank:g36c
    pointblank:g36k
    pointblank:g3_magin
    pointblank:g3_magout
    pointblank:g3_silenced
    pointblank:g41
    pointblank:g41_silenced
    pointblank:glock17
    pointblank:glock_suppressed
    pointblank:gm6lynx
    pointblank:gm6lynx_actionback
    pointblank:gm6lynx_actionforward
    pointblank:gm6lynx_magin
    pointblank:gm6lynx_magout
    pointblank:gm6lynx_silenced
    pointblank:grenade20mm
    pointblank:hit_headshot
    pointblank:hit_heavy
    pointblank:hit_light
    pointblank:hk416
    pointblank:hk416_silenced
    pointblank:hs12
    pointblank:ignite
    pointblank:inspect_down
    pointblank:inspect_foley
    pointblank:inspect_turn
    pointblank:inspect_up
    pointblank:l96a1
    pointblank:l96a1_silenced
    pointblank:lamg
    pointblank:laser
    pointblank:laser_charge
    pointblank:laser_close
    pointblank:laser_magin
    pointblank:laser_magout
    pointblank:laser_open
    pointblank:launcher
    pointblank:launcher_close
    pointblank:launcher_draw
    pointblank:launcher_open
    pointblank:launcher_reloadend
    pointblank:launcher_reloadstart
    pointblank:lmg_bulletchain
    pointblank:lmg_coverdown
    pointblank:lmg_coverup
    pointblank:lmg_magin
    pointblank:lmg_magout
    pointblank:locked
    pointblank:locking
    pointblank:m134minigun
    pointblank:m16a1
    pointblank:m16a1_silenced
    pointblank:m1911_silenced
    pointblank:m1911a1
    pointblank:m249
    pointblank:m4_actionback
    pointblank:m4_actionforward
    pointblank:m4_hit
    pointblank:m4_maghit
    pointblank:m4_magin
    pointblank:m4_magout
    pointblank:m4_magout_throw
    pointblank:m4_magout_throw2
    pointblank:m4_press
    pointblank:m4a1
    pointblank:m4a1_silenced
    pointblank:m4sopmodii
    pointblank:m4sopmodii_silenced
    pointblank:m590
    pointblank:m870
    pointblank:m9
    pointblank:m950
    pointblank:m950_silenced
    pointblank:m9_silenced
    pointblank:mgl_close
    pointblank:mgl_load
    pointblank:mgl_open
    pointblank:mgl_shoot
    pointblank:mgl_unload
    pointblank:minigun_foley
    pointblank:minigun_load
    pointblank:minigun_unload
    pointblank:minigunchargeup
    pointblank:minigunwinddown
    pointblank:mk14ebr
    pointblank:mk14ebr_silenced
    pointblank:mk48
    pointblank:mp5
    pointblank:mp5_actionback
    pointblank:mp5_actionslap
    pointblank:mp5_actionup
    pointblank:mp5_boltclose
    pointblank:mp5_magin
    pointblank:mp5_magout
    pointblank:mp5_silenced
    pointblank:mp7
    pointblank:mp7a2devgru
    pointblank:p30l
    pointblank:p30l_silenced
    pointblank:p90
    pointblank:p90_magin
    pointblank:p90_magout
    pointblank:p90_silenced
    pointblank:pin
    pointblank:pistol_draw
    pointblank:pistol_hit
    pointblank:pistol_inspectdown
    pointblank:pistol_inspectfoley
    pointblank:pistol_inspectturn
    pointblank:pistol_inspectup
    pointblank:pistol_magin
    pointblank:pistol_magout
    pointblank:pistol_magout_fast
    pointblank:pistol_slide
    pointblank:printer_off
    pointblank:printer_on
    pointblank:pump1
    pointblank:pump2
    pointblank:reload
    pointblank:revolver_close
    pointblank:revolver_open
    pointblank:revolver_shellsout
    pointblank:revolver_speedloader
    pointblank:rhino
    pointblank:rhino_silenced
    pointblank:rifle_magin
    pointblank:rifle_magout
    pointblank:ro635
    pointblank:ro635_silenced
    pointblank:scarl
    pointblank:scarl_press
    pointblank:scarl_unsilenced
    pointblank:shell
    pointblank:shell_chamber
    pointblank:shotgun_magin
    pointblank:shotgun_magout
    pointblank:sl8
    pointblank:sl8_silenced
    pointblank:smaw_load
    pointblank:smaw_turn
    pointblank:smaw_unload
    pointblank:spas12
    pointblank:spas12_silenced
    pointblank:star15
    pointblank:throw
    pointblank:tmp
    pointblank:tmp_silenced
    pointblank:uar10
    pointblank:uar10_silenced
    pointblank:ump45
    pointblank:ump45_unsilenced
    pointblank:vector
    pointblank:vector_magin
    pointblank:vector_press
    pointblank:vector_silenced
    pointblank:wa2000
    pointblank:wa2000_actionback
    pointblank:wa2000_actionforward
    pointblank:xm29
    pointblank:xm29_grenade
    pointblank:xm3
    pointblank:xm7
    pointblank:xm7_chargeback
    pointblank:xm7_chargeforward
    pointblank:xm7_magin
    pointblank:xm7_magout
    pointblank:xm7_magoutfast
    pointblank:xm7_unsilenced
    sanitydim:flowers_equip
    sanitydim:heartbeat
    sanitydim:inner_entity_hurt
    sanitydim:insanity
    sanitydim:swish

Missing minecraft:villager_profession:
    man:cultist
    pointblank:arms_dealer

Missing minecraft:item:
    alexsmobs:acacia_blossom
    alexsmobs:ambergris
    alexsmobs:ancient_dart
    alexsmobs:animal_dictionary
    alexsmobs:banana
    alexsmobs:banana_peel
    alexsmobs:banana_slug_slime
    alexsmobs:banana_slug_slime_block
    alexsmobs:banner_pattern_australia_0
    alexsmobs:banner_pattern_australia_1
    alexsmobs:banner_pattern_bear
    alexsmobs:banner_pattern_brazil
    alexsmobs:banner_pattern_new_mexico
    alexsmobs:bear_dust
    alexsmobs:bear_fur
    alexsmobs:bison_carpet
    alexsmobs:bison_fur
    alexsmobs:bison_fur_block
    alexsmobs:blobfish
    alexsmobs:blobfish_bucket
    alexsmobs:blood_sac
    alexsmobs:blood_sprayer
    alexsmobs:boiled_emu_egg
    alexsmobs:bone_serpent_tooth
    alexsmobs:cachalot_whale_tooth
    alexsmobs:caiman_egg
    alexsmobs:capsid
    alexsmobs:centipede_leg
    alexsmobs:centipede_leggings
    alexsmobs:chorus_on_a_stick
    alexsmobs:cockroach_ootheca
    alexsmobs:cockroach_wing
    alexsmobs:cockroach_wing_fragment
    alexsmobs:comb_jelly_bucket
    alexsmobs:cooked_catfish
    alexsmobs:cooked_kangaroo_meat
    alexsmobs:cooked_lobster_tail
    alexsmobs:cooked_moose_ribs
    alexsmobs:cosmic_cod
    alexsmobs:cosmic_cod_bucket
    alexsmobs:crocodile_chestplate
    alexsmobs:crocodile_egg
    alexsmobs:crocodile_scute
    alexsmobs:crystalized_banana_slug_mucus
    alexsmobs:devils_hole_pupfish_bucket
    alexsmobs:dimensional_carver
    alexsmobs:dimensional_carver_shard_0
    alexsmobs:dimensional_carver_shard_1
    alexsmobs:dimensional_carver_shard_10
    alexsmobs:dimensional_carver_shard_2
    alexsmobs:dimensional_carver_shard_3
    alexsmobs:dimensional_carver_shard_4
    alexsmobs:dimensional_carver_shard_5
    alexsmobs:dimensional_carver_shard_6
    alexsmobs:dimensional_carver_shard_7
    alexsmobs:dimensional_carver_shard_8
    alexsmobs:dimensional_carver_shard_9
    alexsmobs:dropbear_claw
    alexsmobs:echolocator
    alexsmobs:elastic_tendon
    alexsmobs:emu_egg
    alexsmobs:emu_feather
    alexsmobs:emu_leggings
    alexsmobs:ender_residue
    alexsmobs:enderiophage_rocket
    alexsmobs:endolocator
    alexsmobs:falconry_glove
    alexsmobs:falconry_glove_hand
    alexsmobs:falconry_glove_inventory
    alexsmobs:falconry_hood
    alexsmobs:farseer_arm
    alexsmobs:fedora
    alexsmobs:fish_bones
    alexsmobs:fish_oil
    alexsmobs:flying_fish
    alexsmobs:flying_fish_boots
    alexsmobs:flying_fish_bucket
    alexsmobs:frilled_shark_bucket
    alexsmobs:frontier_cap
    alexsmobs:froststalker_helmet
    alexsmobs:froststalker_horn
    alexsmobs:gazelle_horn
    alexsmobs:ghostly_pickaxe
    alexsmobs:gongylidia
    alexsmobs:guster_eye
    alexsmobs:gustmaker
    alexsmobs:halo
    alexsmobs:hemolymph_blaster
    alexsmobs:hemolymph_sac
    alexsmobs:hummingbird_feeder
    alexsmobs:kangaroo_burger
    alexsmobs:kangaroo_hide
    alexsmobs:kangaroo_meat
    alexsmobs:komodo_spit
    alexsmobs:komodo_spit_bottle
    alexsmobs:large_catfish_bucket
    alexsmobs:lava_bottle
    alexsmobs:leafcutter_ant_chamber
    alexsmobs:leafcutter_ant_pupa
    alexsmobs:leafcutter_anthill
    alexsmobs:lobster_bucket
    alexsmobs:lobster_tail
    alexsmobs:lost_tentacle
    alexsmobs:maggot
    alexsmobs:maraca
    alexsmobs:medium_catfish_bucket
    alexsmobs:mimic_octopus_bucket
    alexsmobs:mimicream
    alexsmobs:moose_antler
    alexsmobs:moose_headgear
    alexsmobs:moose_ribs
    alexsmobs:mosquito_larva
    alexsmobs:mosquito_proboscis
    alexsmobs:mosquito_repellent_stew
    alexsmobs:mudskipper_bucket
    alexsmobs:mungal_spores
    alexsmobs:music_disc_daze
    alexsmobs:music_disc_thime
    alexsmobs:mysterious_worm
    alexsmobs:novelty_hat
    alexsmobs:pigshoes
    alexsmobs:platypus_bucket
    alexsmobs:platypus_egg
    alexsmobs:pocket_sand
    alexsmobs:poison_bottle
    alexsmobs:potted_flutter
    alexsmobs:pupfish_locator
    alexsmobs:raccoon_tail
    alexsmobs:rainbow_glass
    alexsmobs:rainbow_jelly
    alexsmobs:rattlesnake_rattle
    alexsmobs:raw_catfish
    alexsmobs:red_sand_circle
    alexsmobs:roadrunner_boots
    alexsmobs:roadrunner_feather
    alexsmobs:rocky_chestplate
    alexsmobs:rocky_shell
    alexsmobs:sand_circle
    alexsmobs:sculk_boomer
    alexsmobs:serrated_shark_tooth
    alexsmobs:shark_tooth
    alexsmobs:shark_tooth_arrow
    alexsmobs:shattered_dimensional_carver
    alexsmobs:shed_snake_skin
    alexsmobs:shield_of_the_deep
    alexsmobs:shrimp_fried_rice
    alexsmobs:skelewag_sword
    alexsmobs:skelewag_sword_hand
    alexsmobs:skelewag_sword_inventory
    alexsmobs:skreecher_soul
    alexsmobs:small_catfish_bucket
    alexsmobs:sombrero
    alexsmobs:sopa_de_macaco
    alexsmobs:soul_heart
    alexsmobs:spawn_egg_alligator_snapping_turtle
    alexsmobs:spawn_egg_anaconda
    alexsmobs:spawn_egg_anteater
    alexsmobs:spawn_egg_bald_eagle
    alexsmobs:spawn_egg_banana_slug
    alexsmobs:spawn_egg_bison
    alexsmobs:spawn_egg_blobfish
    alexsmobs:spawn_egg_blue_jay
    alexsmobs:spawn_egg_bone_serpent
    alexsmobs:spawn_egg_bunfungus
    alexsmobs:spawn_egg_cachalot_whale
    alexsmobs:spawn_egg_caiman
    alexsmobs:spawn_egg_capuchin_monkey
    alexsmobs:spawn_egg_catfish
    alexsmobs:spawn_egg_centipede
    alexsmobs:spawn_egg_cockroach
    alexsmobs:spawn_egg_comb_jelly
    alexsmobs:spawn_egg_cosmaw
    alexsmobs:spawn_egg_cosmic_cod
    alexsmobs:spawn_egg_crimson_mosquito
    alexsmobs:spawn_egg_crocodile
    alexsmobs:spawn_egg_crow
    alexsmobs:spawn_egg_devils_hole_pupfish
    alexsmobs:spawn_egg_dropbear
    alexsmobs:spawn_egg_elephant
    alexsmobs:spawn_egg_emu
    alexsmobs:spawn_egg_endergrade
    alexsmobs:spawn_egg_enderiophage
    alexsmobs:spawn_egg_farseer
    alexsmobs:spawn_egg_flutter
    alexsmobs:spawn_egg_fly
    alexsmobs:spawn_egg_flying_fish
    alexsmobs:spawn_egg_frilled_shark
    alexsmobs:spawn_egg_froststalker
    alexsmobs:spawn_egg_gazelle
    alexsmobs:spawn_egg_gelada_monkey
    alexsmobs:spawn_egg_giant_squid
    alexsmobs:spawn_egg_gorilla
    alexsmobs:spawn_egg_grizzly_bear
    alexsmobs:spawn_egg_guster
    alexsmobs:spawn_egg_hammerhead_shark
    alexsmobs:spawn_egg_hummingbird
    alexsmobs:spawn_egg_jerboa
    alexsmobs:spawn_egg_kangaroo
    alexsmobs:spawn_egg_komodo_dragon
    alexsmobs:spawn_egg_laviathan
    alexsmobs:spawn_egg_leafcutter_ant
    alexsmobs:spawn_egg_lobster
    alexsmobs:spawn_egg_maned_wolf
    alexsmobs:spawn_egg_mantis_shrimp
    alexsmobs:spawn_egg_mimic_octopus
    alexsmobs:spawn_egg_mimicube
    alexsmobs:spawn_egg_moose
    alexsmobs:spawn_egg_mudskipper
    alexsmobs:spawn_egg_mungus
    alexsmobs:spawn_egg_murmur
    alexsmobs:spawn_egg_orca
    alexsmobs:spawn_egg_platypus
    alexsmobs:spawn_egg_potoo
    alexsmobs:spawn_egg_raccoon
    alexsmobs:spawn_egg_rain_frog
    alexsmobs:spawn_egg_rattlesnake
    alexsmobs:spawn_egg_rhinoceros
    alexsmobs:spawn_egg_roadrunner
    alexsmobs:spawn_egg_rocky_roller
    alexsmobs:spawn_egg_seagull
    alexsmobs:spawn_egg_seal
    alexsmobs:spawn_egg_shoebill
    alexsmobs:spawn_egg_skelewag
    alexsmobs:spawn_egg_skreecher
    alexsmobs:spawn_egg_skunk
    alexsmobs:spawn_egg_snow_leopard
    alexsmobs:spawn_egg_soul_vulture
    alexsmobs:spawn_egg_spectre
    alexsmobs:spawn_egg_straddler
    alexsmobs:spawn_egg_stradpole
    alexsmobs:spawn_egg_sugar_glider
    alexsmobs:spawn_egg_sunbird
    alexsmobs:spawn_egg_tarantula_hawk
    alexsmobs:spawn_egg_tasmanian_devil
    alexsmobs:spawn_egg_terrapin
    alexsmobs:spawn_egg_tiger
    alexsmobs:spawn_egg_toucan
    alexsmobs:spawn_egg_triops
    alexsmobs:spawn_egg_tusklin
    alexsmobs:spawn_egg_underminer
    alexsmobs:spawn_egg_void_worm
    alexsmobs:spawn_egg_warped_mosco
    alexsmobs:spawn_egg_warped_toad
    alexsmobs:spiked_scute
    alexsmobs:spiked_turtle_shell
    alexsmobs:squid_grapple
    alexsmobs:stink_bottle
    alexsmobs:stink_ray
    alexsmobs:stink_ray_empty_hand
    alexsmobs:stink_ray_empty_inventory
    alexsmobs:stink_ray_hand
    alexsmobs:stink_ray_inventory
    alexsmobs:straddle_helmet
    alexsmobs:straddle_saddle
    alexsmobs:straddleboard
    alexsmobs:straddlite
    alexsmobs:straddlite_block
    alexsmobs:stradpole_bucket
    alexsmobs:tab_icon
    alexsmobs:tarantula_hawk_elytra
    alexsmobs:tarantula_hawk_wing
    alexsmobs:tarantula_hawk_wing_fragment
    alexsmobs:tendon_whip
    alexsmobs:terrapin_bucket
    alexsmobs:terrapin_egg
    alexsmobs:transmutation_table
    alexsmobs:triops_bucket
    alexsmobs:triops_eggs
    alexsmobs:unsettling_kimono
    alexsmobs:vine_lasso
    alexsmobs:vine_lasso_hand
    alexsmobs:vine_lasso_inventory
    alexsmobs:void_worm_beak
    alexsmobs:void_worm_effigy
    alexsmobs:void_worm_eye
    alexsmobs:void_worm_mandible
    alexsmobs:warped_mixture
    alexsmobs:warped_muscle
    cave_dweller:cave_dweller_spawn_egg
    man:cassette_1safetyinstructions
    man:cassette_recorder_block
    man:manfromthefog_spawn_egg
    man:manfromthefogback_spawn_egg
    man:mftfhang_spawn_egg
    man:tearoftheman
    pointblank:aa12
    pointblank:acog
    pointblank:aimpoint
    pointblank:aimpoint_t2
    pointblank:ak12
    pointblank:ak47
    pointblank:ak74
    pointblank:ak_romgrip
    pointblank:ak_suppressor
    pointblank:ammo12gauge
    pointblank:ammo338lapua
    pointblank:ammo357
    pointblank:ammo45acp
    pointblank:ammo46
    pointblank:ammo50ae
    pointblank:ammo50bmg
    pointblank:ammo545
    pointblank:ammo556
    pointblank:ammo57
    pointblank:ammo68
    pointblank:ammo762
    pointblank:ammo762x51
    pointblank:ammo9mm
    pointblank:ammocreative
    pointblank:ammodefault
    pointblank:ammolasercharge
    pointblank:an94
    pointblank:ar57
    pointblank:ar_muzzlebrake
    pointblank:ar_suppressor
    pointblank:ar_suppressor_tan
    pointblank:at4
    pointblank:at4_rocket
    pointblank:aug
    pointblank:aughbar
    pointblank:ballista
    pointblank:c14
    pointblank:cantedrail
    pointblank:citoricxs
    pointblank:delta
    pointblank:deserteagle
    pointblank:drake_scope
    pointblank:eaglescope
    pointblank:fn40
    pointblank:foregrip
    pointblank:foregrip_tan
    pointblank:g3
    pointblank:g36c
    pointblank:g36k
    pointblank:g41
    pointblank:glock17
    pointblank:glock18
    pointblank:glockstock
    pointblank:gm6lynx
    pointblank:gp25
    pointblank:grenade
    pointblank:grenade20mm
    pointblank:grenade40mm
    pointblank:guninternals
    pointblank:gunmetal_ingot
    pointblank:gunmetal_mesh
    pointblank:gunmetal_nugget
    pointblank:hamr
    pointblank:hawk_scope
    pointblank:heragrip
    pointblank:hi_red
    pointblank:hi_red_zoom
    pointblank:hk416
    pointblank:holographic
    pointblank:holographic558
    pointblank:holographic_em
    pointblank:hp_suppressor
    pointblank:hs12
    pointblank:javelin
    pointblank:javelin_rocket
    pointblank:l96a1
    pointblank:l96a1_hyperbeast
    pointblank:lamg
    pointblank:m1014
    pointblank:m134minigun
    pointblank:m16a1
    pointblank:m16a3kit
    pointblank:m1911a1
    pointblank:m203launcher
    pointblank:m249
    pointblank:m32mgl
    pointblank:m4a1
    pointblank:m4a1_asiimov
    pointblank:m4a1mod1
    pointblank:m4sopmodii
    pointblank:m4sopmodii_bartender
    pointblank:m590
    pointblank:m870
    pointblank:m870modshotgun
    pointblank:m9
    pointblank:m950
    pointblank:m9_stock
    pointblank:mk14ebr
    pointblank:mk23
    pointblank:mk48
    pointblank:moa
    pointblank:moa_hg
    pointblank:motor
    pointblank:mp5
    pointblank:mp7
    pointblank:operatorreflex
    pointblank:p30l
    pointblank:p30l_compensator
    pointblank:p90
    pointblank:precision_scope
    pointblank:printer
    pointblank:processor
    pointblank:rf_suppressor
    pointblank:rhino
    pointblank:ro635
    pointblank:rspec
    pointblank:scarl
    pointblank:scarl_iss
    pointblank:sg_suppressor
    pointblank:shortgrip
    pointblank:sl8
    pointblank:smaw
    pointblank:smaw_rocket
    pointblank:smg_muzzlebrake
    pointblank:smg_suppressor
    pointblank:spas12
    pointblank:spear
    pointblank:spearblack
    pointblank:specter
    pointblank:srs
    pointblank:star15
    pointblank:star15mod3receiver
    pointblank:stubbygrip
    pointblank:stubbygriptan
    pointblank:tmp
    pointblank:tti_viper
    pointblank:uar10
    pointblank:ulg99cannon
    pointblank:ump45
    pointblank:vector
    pointblank:wa2000
    pointblank:wolf_scope
    pointblank:workstation
    pointblank:xm29
    pointblank:xm3
    pointblank:xm7
    pointblank:xm7_suppressor
    sanitydim:garland

Missing minecraft:potion:
    alexsmobs:bug_pheromones
    alexsmobs:clinging
    alexsmobs:knockback_resistance
    alexsmobs:lava_vision
    alexsmobs:long_bug_pheromones
    alexsmobs:long_clinging
    alexsmobs:long_knockback_resistance
    alexsmobs:long_lava_vision
    alexsmobs:long_poison_resistance
    alexsmobs:long_soulsteal
    alexsmobs:poison_resistance
    alexsmobs:soulsteal
    alexsmobs:speed_iii
    alexsmobs:strong_knockback_resistance
    alexsmobs:strong_soulsteal

Missing minecraft:painting_variant:
    alexsmobs:dog_poker
    alexsmobs:nft

Missing minecraft:block:
    alexsmobs:banana_peel
    alexsmobs:banana_slug_slime_block
    alexsmobs:bison_carpet
    alexsmobs:bison_fur_block
    alexsmobs:caiman_egg
    alexsmobs:capsid
    alexsmobs:crocodile_egg
    alexsmobs:crystalized_banana_slug_mucus
    alexsmobs:ender_residue
